"","V1","V2","V3"
"25260","NODE_1_K99_10608_14_33.619659",4014,39
"25261","NODE_1_K99_10608_14_33.619659",4015,41
"25262","NODE_1_K99_10608_14_33.619659",4016,42
"25263","NODE_1_K99_10608_14_33.619659",4017,42
"25264","NODE_1_K99_10608_14_33.619659",4018,40
"25265","NODE_1_K99_10608_14_33.619659",4019,40
"25266","NODE_1_K99_10608_14_33.619659",4020,40
"25267","NODE_1_K99_10608_14_33.619659",4021,38
"25268","NODE_1_K99_10608_14_33.619659",4022,39
"25269","NODE_1_K99_10608_14_33.619659",4023,39
"25270","NODE_1_K99_10608_14_33.619659",4024,39
"25271","NODE_1_K99_10608_14_33.619659",4025,38
"25272","NODE_1_K99_10608_14_33.619659",4026,37
"25273","NODE_1_K99_10608_14_33.619659",4027,39
"25274","NODE_1_K99_10608_14_33.619659",4028,38
"25275","NODE_1_K99_10608_14_33.619659",4029,38
"25276","NODE_1_K99_10608_14_33.619659",4030,39
"25277","NODE_1_K99_10608_14_33.619659",4031,39
"25278","NODE_1_K99_10608_14_33.619659",4032,39
"25279","NODE_1_K99_10608_14_33.619659",4033,38
"25280","NODE_1_K99_10608_14_33.619659",4034,38
"25281","NODE_1_K99_10608_14_33.619659",4035,38
"25282","NODE_1_K99_10608_14_33.619659",4036,39
"25283","NODE_1_K99_10608_14_33.619659",4037,41
"25284","NODE_1_K99_10608_14_33.619659",4038,43
"25285","NODE_1_K99_10608_14_33.619659",4039,43
"25286","NODE_1_K99_10608_14_33.619659",4040,43
"25287","NODE_1_K99_10608_14_33.619659",4041,42
"25288","NODE_1_K99_10608_14_33.619659",4042,41
"25289","NODE_1_K99_10608_14_33.619659",4043,42
"25290","NODE_1_K99_10608_14_33.619659",4044,42
"25291","NODE_1_K99_10608_14_33.619659",4045,42
"25292","NODE_1_K99_10608_14_33.619659",4046,42
"25293","NODE_1_K99_10608_14_33.619659",4047,42
"25294","NODE_1_K99_10608_14_33.619659",4048,42
"25295","NODE_1_K99_10608_14_33.619659",4049,42
"25296","NODE_1_K99_10608_14_33.619659",4050,42
"25297","NODE_1_K99_10608_14_33.619659",4051,42
"25298","NODE_1_K99_10608_14_33.619659",4052,40
"25299","NODE_1_K99_10608_14_33.619659",4053,42
"25300","NODE_1_K99_10608_14_33.619659",4054,42
"25301","NODE_1_K99_10608_14_33.619659",4055,41
"25302","NODE_1_K99_10608_14_33.619659",4056,41
"25303","NODE_1_K99_10608_14_33.619659",4057,42
"25304","NODE_1_K99_10608_14_33.619659",4058,42
"25305","NODE_1_K99_10608_14_33.619659",4059,41
"25306","NODE_1_K99_10608_14_33.619659",4060,41
"25307","NODE_1_K99_10608_14_33.619659",4061,41
"25308","NODE_1_K99_10608_14_33.619659",4062,41
"25309","NODE_1_K99_10608_14_33.619659",4063,41
"25310","NODE_1_K99_10608_14_33.619659",4064,41
"25311","NODE_1_K99_10608_14_33.619659",4065,41
"25312","NODE_1_K99_10608_14_33.619659",4066,41
"25313","NODE_1_K99_10608_14_33.619659",4067,41
"25314","NODE_1_K99_10608_14_33.619659",4068,41
"25315","NODE_1_K99_10608_14_33.619659",4069,41
"25316","NODE_1_K99_10608_14_33.619659",4070,39
"25317","NODE_1_K99_10608_14_33.619659",4071,39
"25318","NODE_1_K99_10608_14_33.619659",4072,41
"25319","NODE_1_K99_10608_14_33.619659",4073,41
"25320","NODE_1_K99_10608_14_33.619659",4074,41
"25321","NODE_1_K99_10608_14_33.619659",4075,41
"25322","NODE_1_K99_10608_14_33.619659",4076,40
"25323","NODE_1_K99_10608_14_33.619659",4077,41
"25324","NODE_1_K99_10608_14_33.619659",4078,41
"25325","NODE_1_K99_10608_14_33.619659",4079,41
"25326","NODE_1_K99_10608_14_33.619659",4080,40
"25327","NODE_1_K99_10608_14_33.619659",4081,41
"25328","NODE_1_K99_10608_14_33.619659",4082,41
"25329","NODE_1_K99_10608_14_33.619659",4083,41
"25330","NODE_1_K99_10608_14_33.619659",4084,41
"25331","NODE_1_K99_10608_14_33.619659",4085,43
"25332","NODE_1_K99_10608_14_33.619659",4086,43
"25333","NODE_1_K99_10608_14_33.619659",4087,44
"25334","NODE_1_K99_10608_14_33.619659",4088,44
"25335","NODE_1_K99_10608_14_33.619659",4089,44
"25336","NODE_1_K99_10608_14_33.619659",4090,44
"25337","NODE_1_K99_10608_14_33.619659",4091,44
"25338","NODE_1_K99_10608_14_33.619659",4092,44
"25339","NODE_1_K99_10608_14_33.619659",4093,43
"25340","NODE_1_K99_10608_14_33.619659",4094,43
"25341","NODE_1_K99_10608_14_33.619659",4095,43
"25342","NODE_1_K99_10608_14_33.619659",4096,43
"25343","NODE_1_K99_10608_14_33.619659",4097,43
"25344","NODE_1_K99_10608_14_33.619659",4098,43
"25345","NODE_1_K99_10608_14_33.619659",4099,41
"25346","NODE_1_K99_10608_14_33.619659",4100,43
"25347","NODE_1_K99_10608_14_33.619659",4101,43
"25348","NODE_1_K99_10608_14_33.619659",4102,43
"25349","NODE_1_K99_10608_14_33.619659",4103,43
"25350","NODE_1_K99_10608_14_33.619659",4104,43
"25351","NODE_1_K99_10608_14_33.619659",4105,43
"25352","NODE_1_K99_10608_14_33.619659",4106,43
"25353","NODE_1_K99_10608_14_33.619659",4107,43
"25354","NODE_1_K99_10608_14_33.619659",4108,43
"25355","NODE_1_K99_10608_14_33.619659",4109,42
"25356","NODE_1_K99_10608_14_33.619659",4110,42
"25357","NODE_1_K99_10608_14_33.619659",4111,42
"25358","NODE_1_K99_10608_14_33.619659",4112,42
"25359","NODE_1_K99_10608_14_33.619659",4113,43
"25360","NODE_1_K99_10608_14_33.619659",4114,43
"25361","NODE_1_K99_10608_14_33.619659",4115,43
"25362","NODE_1_K99_10608_14_33.619659",4116,43
"25363","NODE_1_K99_10608_14_33.619659",4117,43
"25364","NODE_1_K99_10608_14_33.619659",4118,44
"25365","NODE_1_K99_10608_14_33.619659",4119,45
"25366","NODE_1_K99_10608_14_33.619659",4120,45
"25367","NODE_1_K99_10608_14_33.619659",4121,45
"25368","NODE_1_K99_10608_14_33.619659",4122,45
"25369","NODE_1_K99_10608_14_33.619659",4123,45
"25370","NODE_1_K99_10608_14_33.619659",4124,45
"25371","NODE_1_K99_10608_14_33.619659",4125,44
"25372","NODE_1_K99_10608_14_33.619659",4126,45
"25373","NODE_1_K99_10608_14_33.619659",4127,45
"25374","NODE_1_K99_10608_14_33.619659",4128,45
"25375","NODE_1_K99_10608_14_33.619659",4129,45
"25376","NODE_1_K99_10608_14_33.619659",4130,45
"25377","NODE_1_K99_10608_14_33.619659",4131,45
"25378","NODE_1_K99_10608_14_33.619659",4132,45
"25379","NODE_1_K99_10608_14_33.619659",4133,45
"25380","NODE_1_K99_10608_14_33.619659",4134,45
"25381","NODE_1_K99_10608_14_33.619659",4135,46
"25382","NODE_1_K99_10608_14_33.619659",4136,46
"25383","NODE_1_K99_10608_14_33.619659",4137,46
"25384","NODE_1_K99_10608_14_33.619659",4138,46
"25385","NODE_1_K99_10608_14_33.619659",4139,46
"25386","NODE_1_K99_10608_14_33.619659",4140,47
"25387","NODE_1_K99_10608_14_33.619659",4141,47
"25388","NODE_1_K99_10608_14_33.619659",4142,47
"25389","NODE_1_K99_10608_14_33.619659",4143,47
"25390","NODE_1_K99_10608_14_33.619659",4144,47
"25391","NODE_1_K99_10608_14_33.619659",4145,47
"25392","NODE_1_K99_10608_14_33.619659",4146,47
"25393","NODE_1_K99_10608_14_33.619659",4147,47
"25394","NODE_1_K99_10608_14_33.619659",4148,47
"25395","NODE_1_K99_10608_14_33.619659",4149,47
"25396","NODE_1_K99_10608_14_33.619659",4150,47
"25397","NODE_1_K99_10608_14_33.619659",4151,47
"25398","NODE_1_K99_10608_14_33.619659",4152,47
"25399","NODE_1_K99_10608_14_33.619659",4153,47
"25400","NODE_1_K99_10608_14_33.619659",4154,47
"25401","NODE_1_K99_10608_14_33.619659",4155,47
"25402","NODE_1_K99_10608_14_33.619659",4156,48
"25403","NODE_1_K99_10608_14_33.619659",4157,48
"25404","NODE_1_K99_10608_14_33.619659",4158,48
"25405","NODE_1_K99_10608_14_33.619659",4159,48
"25406","NODE_1_K99_10608_14_33.619659",4160,48
"25407","NODE_1_K99_10608_14_33.619659",4161,48
"25408","NODE_1_K99_10608_14_33.619659",4162,47
"25409","NODE_1_K99_10608_14_33.619659",4163,46
"25410","NODE_1_K99_10608_14_33.619659",4164,46
"25411","NODE_1_K99_10608_14_33.619659",4165,46
"25412","NODE_1_K99_10608_14_33.619659",4166,46
"25413","NODE_1_K99_10608_14_33.619659",4167,47
"25414","NODE_1_K99_10608_14_33.619659",4168,48
"25415","NODE_1_K99_10608_14_33.619659",4169,48
"25416","NODE_1_K99_10608_14_33.619659",4170,48
"25417","NODE_1_K99_10608_14_33.619659",4171,48
"25418","NODE_1_K99_10608_14_33.619659",4172,48
"25419","NODE_1_K99_10608_14_33.619659",4173,47
"25420","NODE_1_K99_10608_14_33.619659",4174,48
"25421","NODE_1_K99_10608_14_33.619659",4175,49
"25422","NODE_1_K99_10608_14_33.619659",4176,49
"25423","NODE_1_K99_10608_14_33.619659",4177,49
"25424","NODE_1_K99_10608_14_33.619659",4178,49
"25425","NODE_1_K99_10608_14_33.619659",4179,48
"25426","NODE_1_K99_10608_14_33.619659",4180,48
"25427","NODE_1_K99_10608_14_33.619659",4181,48
"25428","NODE_1_K99_10608_14_33.619659",4182,48
"25429","NODE_1_K99_10608_14_33.619659",4183,48
"25430","NODE_1_K99_10608_14_33.619659",4184,47
"25431","NODE_1_K99_10608_14_33.619659",4185,47
"25432","NODE_1_K99_10608_14_33.619659",4186,47
"25433","NODE_1_K99_10608_14_33.619659",4187,46
"25434","NODE_1_K99_10608_14_33.619659",4188,47
"25435","NODE_1_K99_10608_14_33.619659",4189,47
"25436","NODE_1_K99_10608_14_33.619659",4190,47
"25437","NODE_1_K99_10608_14_33.619659",4191,47
"25438","NODE_1_K99_10608_14_33.619659",4192,47
"25439","NODE_1_K99_10608_14_33.619659",4193,47
"25440","NODE_1_K99_10608_14_33.619659",4194,47
"25441","NODE_1_K99_10608_14_33.619659",4195,47
"25442","NODE_1_K99_10608_14_33.619659",4196,47
"25443","NODE_1_K99_10608_14_33.619659",4197,47
"25444","NODE_1_K99_10608_14_33.619659",4198,47
"25445","NODE_1_K99_10608_14_33.619659",4199,47
"25446","NODE_1_K99_10608_14_33.619659",4200,47
"25447","NODE_1_K99_10608_14_33.619659",4201,47
"25448","NODE_1_K99_10608_14_33.619659",4202,47
"25449","NODE_1_K99_10608_14_33.619659",4203,47
"25450","NODE_1_K99_10608_14_33.619659",4204,46
"25451","NODE_1_K99_10608_14_33.619659",4205,46
"25452","NODE_1_K99_10608_14_33.619659",4206,47
"25453","NODE_1_K99_10608_14_33.619659",4207,47
"25454","NODE_1_K99_10608_14_33.619659",4208,47
"25455","NODE_1_K99_10608_14_33.619659",4209,48
"25456","NODE_1_K99_10608_14_33.619659",4210,48
"25457","NODE_1_K99_10608_14_33.619659",4211,48
"25458","NODE_1_K99_10608_14_33.619659",4212,48
"25459","NODE_1_K99_10608_14_33.619659",4213,48
"25460","NODE_1_K99_10608_14_33.619659",4214,48
"25461","NODE_1_K99_10608_14_33.619659",4215,48
"25462","NODE_1_K99_10608_14_33.619659",4216,48
"25463","NODE_1_K99_10608_14_33.619659",4217,48
"25464","NODE_1_K99_10608_14_33.619659",4218,48
"25465","NODE_1_K99_10608_14_33.619659",4219,48
"25466","NODE_1_K99_10608_14_33.619659",4220,48
"25467","NODE_1_K99_10608_14_33.619659",4221,48
"25468","NODE_1_K99_10608_14_33.619659",4222,49
"25469","NODE_1_K99_10608_14_33.619659",4223,49
"25470","NODE_1_K99_10608_14_33.619659",4224,49
"25471","NODE_1_K99_10608_14_33.619659",4225,48
"25472","NODE_1_K99_10608_14_33.619659",4226,49
"25473","NODE_1_K99_10608_14_33.619659",4227,47
"25474","NODE_1_K99_10608_14_33.619659",4228,48
"25475","NODE_1_K99_10608_14_33.619659",4229,48
"25476","NODE_1_K99_10608_14_33.619659",4230,47
"25477","NODE_1_K99_10608_14_33.619659",4231,44
"25478","NODE_1_K99_10608_14_33.619659",4232,47
"25479","NODE_1_K99_10608_14_33.619659",4233,47
"25480","NODE_1_K99_10608_14_33.619659",4234,46
"25481","NODE_1_K99_10608_14_33.619659",4235,46
"25482","NODE_1_K99_10608_14_33.619659",4236,46
"25483","NODE_1_K99_10608_14_33.619659",4237,46
"25484","NODE_1_K99_10608_14_33.619659",4238,47
"25485","NODE_1_K99_10608_14_33.619659",4239,48
"25486","NODE_1_K99_10608_14_33.619659",4240,48
"25487","NODE_1_K99_10608_14_33.619659",4241,48
"25488","NODE_1_K99_10608_14_33.619659",4242,48
"25489","NODE_1_K99_10608_14_33.619659",4243,47
"25490","NODE_1_K99_10608_14_33.619659",4244,48
"25491","NODE_1_K99_10608_14_33.619659",4245,49
"25492","NODE_1_K99_10608_14_33.619659",4246,49
"25493","NODE_1_K99_10608_14_33.619659",4247,49
"25494","NODE_1_K99_10608_14_33.619659",4248,50
"25495","NODE_1_K99_10608_14_33.619659",4249,50
"25496","NODE_1_K99_10608_14_33.619659",4250,50
"25497","NODE_1_K99_10608_14_33.619659",4251,50
"25498","NODE_1_K99_10608_14_33.619659",4252,50
"25499","NODE_1_K99_10608_14_33.619659",4253,50
"25500","NODE_1_K99_10608_14_33.619659",4254,49
"25501","NODE_1_K99_10608_14_33.619659",4255,47
"25502","NODE_1_K99_10608_14_33.619659",4256,49
"25503","NODE_1_K99_10608_14_33.619659",4257,50
"25504","NODE_1_K99_10608_14_33.619659",4258,50
"25505","NODE_1_K99_10608_14_33.619659",4259,49
"25506","NODE_1_K99_10608_14_33.619659",4260,50
"25507","NODE_1_K99_10608_14_33.619659",4261,50
"25508","NODE_1_K99_10608_14_33.619659",4262,50
"25509","NODE_1_K99_10608_14_33.619659",4263,50
"25510","NODE_1_K99_10608_14_33.619659",4264,49
"25511","NODE_1_K99_10608_14_33.619659",4265,49
"25512","NODE_1_K99_10608_14_33.619659",4266,50
"25513","NODE_1_K99_10608_14_33.619659",4267,49
"25514","NODE_1_K99_10608_14_33.619659",4268,49
"25515","NODE_1_K99_10608_14_33.619659",4269,49
"25516","NODE_1_K99_10608_14_33.619659",4270,49
"25517","NODE_1_K99_10608_14_33.619659",4271,50
"25518","NODE_1_K99_10608_14_33.619659",4272,50
"25519","NODE_1_K99_10608_14_33.619659",4273,49
"25520","NODE_1_K99_10608_14_33.619659",4274,50
"25521","NODE_1_K99_10608_14_33.619659",4275,50
"25522","NODE_1_K99_10608_14_33.619659",4276,50
"25523","NODE_1_K99_10608_14_33.619659",4277,50
"25524","NODE_1_K99_10608_14_33.619659",4278,50
"25525","NODE_1_K99_10608_14_33.619659",4279,48
"25526","NODE_1_K99_10608_14_33.619659",4280,48
"25527","NODE_1_K99_10608_14_33.619659",4281,48
"25528","NODE_1_K99_10608_14_33.619659",4282,45
"25529","NODE_1_K99_10608_14_33.619659",4283,49
"25530","NODE_1_K99_10608_14_33.619659",4284,48
"25531","NODE_1_K99_10608_14_33.619659",4285,49
"25532","NODE_1_K99_10608_14_33.619659",4286,48
"25533","NODE_1_K99_10608_14_33.619659",4287,49
"25534","NODE_1_K99_10608_14_33.619659",4288,49
"25535","NODE_1_K99_10608_14_33.619659",4289,49
"25536","NODE_1_K99_10608_14_33.619659",4290,49
"25537","NODE_1_K99_10608_14_33.619659",4291,49
"25538","NODE_1_K99_10608_14_33.619659",4292,48
"25539","NODE_1_K99_10608_14_33.619659",4293,48
"25540","NODE_1_K99_10608_14_33.619659",4294,47
"25541","NODE_1_K99_10608_14_33.619659",4295,48
"25542","NODE_1_K99_10608_14_33.619659",4296,47
"25543","NODE_1_K99_10608_14_33.619659",4297,46
"25544","NODE_1_K99_10608_14_33.619659",4298,48
"25545","NODE_1_K99_10608_14_33.619659",4299,48
"25546","NODE_1_K99_10608_14_33.619659",4300,48
"25547","NODE_1_K99_10608_14_33.619659",4301,48
"25548","NODE_1_K99_10608_14_33.619659",4302,48
"25549","NODE_1_K99_10608_14_33.619659",4303,47
"25550","NODE_1_K99_10608_14_33.619659",4304,48
"25551","NODE_1_K99_10608_14_33.619659",4305,48
"25552","NODE_1_K99_10608_14_33.619659",4306,48
"25553","NODE_1_K99_10608_14_33.619659",4307,48
"25554","NODE_1_K99_10608_14_33.619659",4308,48
"25555","NODE_1_K99_10608_14_33.619659",4309,48
"25556","NODE_1_K99_10608_14_33.619659",4310,48
"25557","NODE_1_K99_10608_14_33.619659",4311,48
"25558","NODE_1_K99_10608_14_33.619659",4312,48
"25559","NODE_1_K99_10608_14_33.619659",4313,48
"25560","NODE_1_K99_10608_14_33.619659",4314,48
"25561","NODE_1_K99_10608_14_33.619659",4315,48
"25562","NODE_1_K99_10608_14_33.619659",4316,48
"25563","NODE_1_K99_10608_14_33.619659",4317,48
"25564","NODE_1_K99_10608_14_33.619659",4318,48
"25565","NODE_1_K99_10608_14_33.619659",4319,49
"25566","NODE_1_K99_10608_14_33.619659",4320,49
"25567","NODE_1_K99_10608_14_33.619659",4321,49
"25568","NODE_1_K99_10608_14_33.619659",4322,47
"25569","NODE_1_K99_10608_14_33.619659",4323,49
"25570","NODE_1_K99_10608_14_33.619659",4324,48
"25571","NODE_1_K99_10608_14_33.619659",4325,47
"25572","NODE_1_K99_10608_14_33.619659",4326,46
"25573","NODE_1_K99_10608_14_33.619659",4327,46
"25574","NODE_1_K99_10608_14_33.619659",4328,46
"25575","NODE_1_K99_10608_14_33.619659",4329,46
"25576","NODE_1_K99_10608_14_33.619659",4330,47
"25577","NODE_1_K99_10608_14_33.619659",4331,47
"25578","NODE_1_K99_10608_14_33.619659",4332,45
"25579","NODE_1_K99_10608_14_33.619659",4333,49
"25580","NODE_1_K99_10608_14_33.619659",4334,50
"25581","NODE_1_K99_10608_14_33.619659",4335,50
"25582","NODE_1_K99_10608_14_33.619659",4336,50
"25583","NODE_1_K99_10608_14_33.619659",4337,50
"25584","NODE_1_K99_10608_14_33.619659",4338,50
"25585","NODE_1_K99_10608_14_33.619659",4339,50
"25586","NODE_1_K99_10608_14_33.619659",4340,50
"25587","NODE_1_K99_10608_14_33.619659",4341,50
"25588","NODE_1_K99_10608_14_33.619659",4342,51
"25589","NODE_1_K99_10608_14_33.619659",4343,52
"25590","NODE_1_K99_10608_14_33.619659",4344,52
"25591","NODE_1_K99_10608_14_33.619659",4345,52
"25592","NODE_1_K99_10608_14_33.619659",4346,51
"25593","NODE_1_K99_10608_14_33.619659",4347,51
"25594","NODE_1_K99_10608_14_33.619659",4348,51
"25595","NODE_1_K99_10608_14_33.619659",4349,51
"25596","NODE_1_K99_10608_14_33.619659",4350,51
"25597","NODE_1_K99_10608_14_33.619659",4351,51
"25598","NODE_1_K99_10608_14_33.619659",4352,51
"25599","NODE_1_K99_10608_14_33.619659",4353,51
"25600","NODE_1_K99_10608_14_33.619659",4354,51
"25601","NODE_1_K99_10608_14_33.619659",4355,51
"25602","NODE_1_K99_10608_14_33.619659",4356,51
"25603","NODE_1_K99_10608_14_33.619659",4357,51
"25604","NODE_1_K99_10608_14_33.619659",4358,51
"25605","NODE_1_K99_10608_14_33.619659",4359,50
"25606","NODE_1_K99_10608_14_33.619659",4360,50
"25607","NODE_1_K99_10608_14_33.619659",4361,50
"25608","NODE_1_K99_10608_14_33.619659",4362,51
"25609","NODE_1_K99_10608_14_33.619659",4363,51
"25610","NODE_1_K99_10608_14_33.619659",4364,50
"25611","NODE_1_K99_10608_14_33.619659",4365,50
"25612","NODE_1_K99_10608_14_33.619659",4366,50
"25613","NODE_1_K99_10608_14_33.619659",4367,50
"25614","NODE_1_K99_10608_14_33.619659",4368,50
"25615","NODE_1_K99_10608_14_33.619659",4369,50
"25616","NODE_1_K99_10608_14_33.619659",4370,50
"25617","NODE_1_K99_10608_14_33.619659",4371,50
"25618","NODE_1_K99_10608_14_33.619659",4372,50
"25619","NODE_1_K99_10608_14_33.619659",4373,50
"25620","NODE_1_K99_10608_14_33.619659",4374,50
"25621","NODE_1_K99_10608_14_33.619659",4375,50
"25622","NODE_1_K99_10608_14_33.619659",4376,50
"25623","NODE_1_K99_10608_14_33.619659",4377,51
"25624","NODE_1_K99_10608_14_33.619659",4378,50
"25625","NODE_1_K99_10608_14_33.619659",4379,51
"25626","NODE_1_K99_10608_14_33.619659",4380,50
"25627","NODE_1_K99_10608_14_33.619659",4381,51
"25628","NODE_1_K99_10608_14_33.619659",4382,51
"25629","NODE_1_K99_10608_14_33.619659",4383,51
"25630","NODE_1_K99_10608_14_33.619659",4384,51
"25631","NODE_1_K99_10608_14_33.619659",4385,51
"25632","NODE_1_K99_10608_14_33.619659",4386,51
"25633","NODE_1_K99_10608_14_33.619659",4387,50
"25634","NODE_1_K99_10608_14_33.619659",4388,51
"25635","NODE_1_K99_10608_14_33.619659",4389,51
"25636","NODE_1_K99_10608_14_33.619659",4390,51
"25637","NODE_1_K99_10608_14_33.619659",4391,51
"25638","NODE_1_K99_10608_14_33.619659",4392,51
"25639","NODE_1_K99_10608_14_33.619659",4393,51
"25640","NODE_1_K99_10608_14_33.619659",4394,51
"25641","NODE_1_K99_10608_14_33.619659",4395,51
"25642","NODE_1_K99_10608_14_33.619659",4396,50
"25643","NODE_1_K99_10608_14_33.619659",4397,50
"25644","NODE_1_K99_10608_14_33.619659",4398,50
"25645","NODE_1_K99_10608_14_33.619659",4399,50
"25646","NODE_1_K99_10608_14_33.619659",4400,50
"25647","NODE_1_K99_10608_14_33.619659",4401,50
"25648","NODE_1_K99_10608_14_33.619659",4402,50
"25649","NODE_1_K99_10608_14_33.619659",4403,50
"25650","NODE_1_K99_10608_14_33.619659",4404,49
"25651","NODE_1_K99_10608_14_33.619659",4405,47
"25652","NODE_1_K99_10608_14_33.619659",4406,48
"25653","NODE_1_K99_10608_14_33.619659",4407,48
"25654","NODE_1_K99_10608_14_33.619659",4408,48
"25655","NODE_1_K99_10608_14_33.619659",4409,47
"25656","NODE_1_K99_10608_14_33.619659",4410,48
"25657","NODE_1_K99_10608_14_33.619659",4411,48
"25658","NODE_1_K99_10608_14_33.619659",4412,49
"25659","NODE_1_K99_10608_14_33.619659",4413,48
"25660","NODE_1_K99_10608_14_33.619659",4414,48
"25661","NODE_1_K99_10608_14_33.619659",4415,49
"25662","NODE_1_K99_10608_14_33.619659",4416,49
"25663","NODE_1_K99_10608_14_33.619659",4417,49
"25664","NODE_1_K99_10608_14_33.619659",4418,49
"25665","NODE_1_K99_10608_14_33.619659",4419,49
"25666","NODE_1_K99_10608_14_33.619659",4420,49
"25667","NODE_1_K99_10608_14_33.619659",4421,49
"25668","NODE_1_K99_10608_14_33.619659",4422,49
"25669","NODE_1_K99_10608_14_33.619659",4423,50
"25670","NODE_1_K99_10608_14_33.619659",4424,50
"25671","NODE_1_K99_10608_14_33.619659",4425,49
"25672","NODE_1_K99_10608_14_33.619659",4426,49
"25673","NODE_1_K99_10608_14_33.619659",4427,48
"25674","NODE_1_K99_10608_14_33.619659",4428,49
"25675","NODE_1_K99_10608_14_33.619659",4429,49
"25676","NODE_1_K99_10608_14_33.619659",4430,49
"25677","NODE_1_K99_10608_14_33.619659",4431,49
"25678","NODE_1_K99_10608_14_33.619659",4432,49
"25679","NODE_1_K99_10608_14_33.619659",4433,49
"25680","NODE_1_K99_10608_14_33.619659",4434,49
"25681","NODE_1_K99_10608_14_33.619659",4435,48
"25682","NODE_1_K99_10608_14_33.619659",4436,48
"25683","NODE_1_K99_10608_14_33.619659",4437,47
"25684","NODE_1_K99_10608_14_33.619659",4438,49
"25685","NODE_1_K99_10608_14_33.619659",4439,49
"25686","NODE_1_K99_10608_14_33.619659",4440,50
"25687","NODE_1_K99_10608_14_33.619659",4441,50
"25688","NODE_1_K99_10608_14_33.619659",4442,50
"25689","NODE_1_K99_10608_14_33.619659",4443,49
"25690","NODE_1_K99_10608_14_33.619659",4444,48
"25691","NODE_1_K99_10608_14_33.619659",4445,48
"25692","NODE_1_K99_10608_14_33.619659",4446,48
"25693","NODE_1_K99_10608_14_33.619659",4447,48
"25694","NODE_1_K99_10608_14_33.619659",4448,48
"25695","NODE_1_K99_10608_14_33.619659",4449,48
"25696","NODE_1_K99_10608_14_33.619659",4450,48
"25697","NODE_1_K99_10608_14_33.619659",4451,48
"25698","NODE_1_K99_10608_14_33.619659",4452,48
"25699","NODE_1_K99_10608_14_33.619659",4453,48
"25700","NODE_1_K99_10608_14_33.619659",4454,48
"25701","NODE_1_K99_10608_14_33.619659",4455,48
"25702","NODE_1_K99_10608_14_33.619659",4456,48
"25703","NODE_1_K99_10608_14_33.619659",4457,49
"25704","NODE_1_K99_10608_14_33.619659",4458,47
"25705","NODE_1_K99_10608_14_33.619659",4459,46
"25706","NODE_1_K99_10608_14_33.619659",4460,47
"25707","NODE_1_K99_10608_14_33.619659",4461,46
"25708","NODE_1_K99_10608_14_33.619659",4462,46
"25709","NODE_1_K99_10608_14_33.619659",4463,45
"25710","NODE_1_K99_10608_14_33.619659",4464,48
"25711","NODE_1_K99_10608_14_33.619659",4465,47
"25712","NODE_1_K99_10608_14_33.619659",4466,47
"25713","NODE_1_K99_10608_14_33.619659",4467,48
"25714","NODE_1_K99_10608_14_33.619659",4468,48
"25715","NODE_1_K99_10608_14_33.619659",4469,48
"25716","NODE_1_K99_10608_14_33.619659",4470,49
"25717","NODE_1_K99_10608_14_33.619659",4471,49
"25718","NODE_1_K99_10608_14_33.619659",4472,49
"25719","NODE_1_K99_10608_14_33.619659",4473,49
"25720","NODE_1_K99_10608_14_33.619659",4474,48
"25721","NODE_1_K99_10608_14_33.619659",4475,48
"25722","NODE_1_K99_10608_14_33.619659",4476,47
"25723","NODE_1_K99_10608_14_33.619659",4477,47
"25724","NODE_1_K99_10608_14_33.619659",4478,48
"25725","NODE_1_K99_10608_14_33.619659",4479,48
"25726","NODE_1_K99_10608_14_33.619659",4480,48
"25727","NODE_1_K99_10608_14_33.619659",4481,47
"25728","NODE_1_K99_10608_14_33.619659",4482,48
"25729","NODE_1_K99_10608_14_33.619659",4483,48
"25730","NODE_1_K99_10608_14_33.619659",4484,47
"25731","NODE_1_K99_10608_14_33.619659",4485,48
"25732","NODE_1_K99_10608_14_33.619659",4486,49
"25733","NODE_1_K99_10608_14_33.619659",4487,49
"25734","NODE_1_K99_10608_14_33.619659",4488,49
"25735","NODE_1_K99_10608_14_33.619659",4489,49
"25736","NODE_1_K99_10608_14_33.619659",4490,49
"25737","NODE_1_K99_10608_14_33.619659",4491,49
"25738","NODE_1_K99_10608_14_33.619659",4492,48
"25739","NODE_1_K99_10608_14_33.619659",4493,49
"25740","NODE_1_K99_10608_14_33.619659",4494,49
"25741","NODE_1_K99_10608_14_33.619659",4495,49
"25742","NODE_1_K99_10608_14_33.619659",4496,49
"25743","NODE_1_K99_10608_14_33.619659",4497,49
"25744","NODE_1_K99_10608_14_33.619659",4498,48
"25745","NODE_1_K99_10608_14_33.619659",4499,51
"25746","NODE_1_K99_10608_14_33.619659",4500,51
"25747","NODE_1_K99_10608_14_33.619659",4501,52
"25748","NODE_1_K99_10608_14_33.619659",4502,54
"25749","NODE_1_K99_10608_14_33.619659",4503,55
"25750","NODE_1_K99_10608_14_33.619659",4504,56
"25751","NODE_1_K99_10608_14_33.619659",4505,56
"25752","NODE_1_K99_10608_14_33.619659",4506,58
"25753","NODE_1_K99_10608_14_33.619659",4507,59
"25754","NODE_1_K99_10608_14_33.619659",4508,59
"25755","NODE_1_K99_10608_14_33.619659",4509,59
"25756","NODE_1_K99_10608_14_33.619659",4510,57
"25757","NODE_1_K99_10608_14_33.619659",4511,59
"25758","NODE_1_K99_10608_14_33.619659",4512,59
